,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:28:09,0,2,10,30,40,30,30,19,18,28,38,3,18,15,27,0,29,26,2,0,15,6,0,30,30,1,0,1,34,0,0,29,0,20,1,20,14,7,10,0,0,3,8,0,1,40,4,2,0,2,0,0,40,30,2,0,1,0,0,0,0,9,1,2,13,38,0,21,40,36,40,2,0,13,27,16,3,0,5,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:30:08,0,2,10,30,40,30,30,19,18,28,38,3,18,15,27,0,29,26,2,0,15,6,0,30,30,1,0,1,34,0,0,29,0,20,1,20,14,7,10,0,0,3,8,0,1,40,4,2,0,2,0,0,40,30,2,0,1,0,0,0,0,9,1,2,13,38,0,21,40,36,40,2,0,13,27,16,3,0,5,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:32:09,0,1,10,30,40,30,30,19,18,27,38,3,18,14,27,0,30,26,2,0,15,6,0,30,30,1,0,1,34,0,0,29,0,20,1,20,14,6,10,0,0,3,8,1,1,37,4,2,0,2,0,0,40,30,2,0,1,0,0,0,0,9,1,2,13,38,0,21,40,36,40,2,0,13,27,16,3,0,5,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:34:09,0,1,10,30,40,31,30,19,18,27,38,3,18,14,27,0,30,26,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,10,0,0,3,8,1,1,37,4,1,0,2,0,0,40,30,1,0,1,0,0,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,27,16,2,0,5,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:36:08,0,1,10,30,40,31,30,19,18,27,38,3,18,14,27,0,30,26,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,10,0,0,3,8,1,1,37,4,1,0,2,0,0,40,30,1,0,1,0,0,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,27,16,2,0,5,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:38:08,0,1,10,30,40,31,30,20,18,28,38,3,18,14,27,0,30,26,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,0,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,32,38,30,40,39,1,0,23,39,33,22,4,1,1,5,0,0
00:40:09,0,1,10,30,40,31,30,20,18,28,38,3,18,14,27,0,30,26,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,0,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,32,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:42:09,0,1,10,30,40,31,30,20,18,28,38,3,18,14,27,0,30,26,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,0,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,32,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:44:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,32,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:46:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,33,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:48:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,38,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,33,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:50:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,0,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,33,38,30,40,39,1,0,23,39,34,22,4,1,1,5,0,0
00:52:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
00:54:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
00:56:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
00:58:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:00:17,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:02:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,20,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:04:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:06:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:08:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:10:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:12:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:14:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:16:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:18:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:20:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:22:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:24:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:26:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:28:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:30:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:32:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:34:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:36:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:38:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:40:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:42:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:44:09,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
01:46:08,0,1,10,30,40,31,30,20,19,28,38,3,18,14,27,0,30,27,2,0,16,5,0,30,30,1,0,1,35,0,0,29,0,20,1,20,14,6,9,1,0,3,8,1,1,36,4,1,0,2,0,0,40,30,1,0,1,0,1,0,0,9,1,2,12,40,0,21,40,35,40,2,0,12,28,16,2,0,7,18,30,14,30,19,34,38,30,40,39,1,0,23,39,34,22,4,1,1,5,1,0
